scenario_name,scenario,benchmark,instance,dimension,total_agents,total_tasks,map_vertices,map_edges,pods,abstract_vertices,abstract_edges,runtime_seconds,result_files,abstract_makespan,repair_makespan,observed_makespan,sum_of_costs,repair_cost,concrete_cost_proxy,total_waits,move_count,stay_count,at_count,path_count,visited_count,repair_segments,per_agent_costs,generated_dir
22_0_168v_354e_4a,22/0,22,0,168v_354e,4,8,168,354,80,107,286,346,3,21,10,21,136,40,176,20,136,20,164,1260,24,156,1:move=37:wait=2:repair=10:visited=6;2:move=33:wait=6:repair=10:visited=6;3:move=32:wait=7:repair=10:visited=6;4:move=34:wait=5:repair=10:visited=6,/Users/shafiq/MSC/NMSU_PhD/mapf-study/22/0/generated
